,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
152,20190226,20190226130002310,20190226130023217,20190226130023225,20190226130023226,2011,11,14051911,958,102,14051908,13602463,4.27,1000,F,20190226130002310
153,20190226,20190226130002310,20190226130023217,20190226130023225,20190226130023226,2011,11,14051912,958,102,14051908,13779750,4.27,154,F,20190226130002310
154,20190226,20190226130002320,20190226130023243,20190226130023254,20190226130023254,2011,11,14052109,958,102,14052108,13779750,4.27,146,F,20190226130002320
155,20190226,20190226130002320,20190226130023243,20190226130023254,20190226130023254,2011,11,14052110,958,102,14052108,13794612,4.27,2000,F,20190226130002320
156,20190226,20190226130002320,20190226130023243,20190226130023254,20190226130023254,2011,11,14052111,958,102,14052108,13939898,4.27,2854,F,20190226130002320
157,20190226,20190226130002360,20190226130023484,20190226130023495,20190226130023495,2011,11,14053317,958,102,14050640,14053316,4.26,200,F,20190226130002360
158,20190226,20190226130002380,20190226130023600,20190226130023610,20190226130023611,2011,11,14053727,958,102,14053726,13939898,4.27,146,F,20190226130002380
159,20190226,20190226130002380,20190226130023600,20190226130023610,20190226130023611,2011,11,14053728,958,102,14053726,14019795,4.27,300,F,20190226130002380
160,20190226,20190226130002380,20190226130023600,20190226130023610,20190226130023611,2011,11,14053729,958,102,14053726,9209096,4.28,1000,F,20190226130002380
161,20190226,20190226130002380,20190226130023600,20190226130023610,20190226130023611,2011,11,14053730,958,102,14053726,9213117,4.28,200,F,20190226130002380
162,20190226,20190226130002380,20190226130023600,20190226130023610,20190226130023611,2011,11,14053731,958,102,14053726,9237801,4.28,1000,F,20190226130002380
163,20190226,20190226130002380,20190226130023600,20190226130023610,20190226130023611,2011,11,14053732,958,102,14053726,9239202,4.28,1254,F,20190226130002380
164,20190226,20190226130002460,20190226130024280,20190226130024288,20190226130024289,2011,11,14056800,958,102,14056799,9239202,4.28,10000,F,20190226130002460
165,20190226,20190226130002510,20190226130024529,20190226130024539,20190226130024540,2011,11,14057907,958,102,14057738,14057906,4.27,500,F,20190226130002510
